E01,ROL01,PER01,A001
E3891,ROL3891,PER3891,A3891
E3892,ROL3892,PER3892,A3892
E3893,ROL3893,PER3893,A3893
E3894,ROL3894,PER3894,A3894
E3895,ROL3895,PER3895,A3895
E3896,ROL3896,PER3896,A3896
E3897,ROL3897,PER3897,A3897
E3898,ROL3898,PER3898,A3898
E3899,ROL3899,PER3899,A3899
E3900,ROL3900,PER3900,A3900
E3901,ROL3901,PER3901,A3901
E3902,ROL3902,PER3902,A3902
E3903,ROL3903,PER3903,A3903
E3904,ROL3904,PER3904,A3904
E3905,ROL3905,PER3905,A3905
E3906,ROL3906,PER3906,A3906
E3907,ROL3907,PER3907,A3907
E3908,ROL3908,PER3908,A3908
E3909,ROL3909,PER3909,A3909
E3910,ROL3910,PER3910,A3910
E3911,ROL3911,PER3911,A3911
E3912,ROL3912,PER3912,A3912
E3913,ROL3913,PER3913,A3913
E3914,ROL3914,PER3914,A3914
E3915,ROL3915,PER3915,A3915
E3916,ROL3916,PER3916,A3916
E3917,ROL3917,PER3917,A3917
E3918,ROL3918,PER3918,A3918
E3919,ROL3919,PER3919,A3919
E3920,ROL3920,PER3920,A3920
E3921,ROL3921,PER3921,A3921
E3922,ROL3922,PER3922,A3922
E3923,ROL3923,PER3923,A3923
E3924,ROL3924,PER3924,A3924
E3925,ROL3925,PER3925,A3925
E3926,ROL3926,PER3926,A3926
E3927,ROL3927,PER3927,A3927
E3928,ROL3928,PER3928,A3928
E3929,ROL3929,PER3929,A3929
E3930,ROL3930,PER3930,A3930
E3931,ROL3931,PER3931,A3931
E3932,ROL3932,PER3932,A3932
E3933,ROL3933,PER3933,A3933
E3934,ROL3934,PER3934,A3934
E3935,ROL3935,PER3935,A3935
E3936,ROL3936,PER3936,A3936
E3937,ROL3937,PER3937,A3937
E3938,ROL3938,PER3938,A3938
E3939,ROL3939,PER3939,A3939
E3940,ROL3940,PER3940,A3940
E3941,ROL3941,PER3941,A3941
E3942,ROL3942,PER3942,A3942
E3943,ROL3943,PER3943,A3943
E3944,ROL3944,PER3944,A3944
E3945,ROL3945,PER3945,A3945
E3946,ROL3946,PER3946,A3946
E3947,ROL3947,PER3947,A3947
E3948,ROL3948,PER3948,A3948
E3949,ROL3949,PER3949,A3949
E3950,ROL3950,PER3950,A3950
E3951,ROL3951,PER3951,A3951
E3952,ROL3952,PER3952,A3952
E3953,ROL3953,PER3953,A3953
E3954,ROL3954,PER3954,A3954
E3955,ROL3955,PER3955,A3955
E3956,ROL3956,PER3956,A3956
E3957,ROL3957,PER3957,A3957
E3958,ROL3958,PER3958,A3958
E3959,ROL3959,PER3959,A3959
E3960,ROL3960,PER3960,A3960
E3961,ROL3961,PER3961,A3961
E3962,ROL3962,PER3962,A3962
E3963,ROL3963,PER3963,A3963
E3964,ROL3964,PER3964,A3964
E3965,ROL3965,PER3965,A3965
E3966,ROL3966,PER3966,A3966
E3967,ROL3967,PER3967,A3967
E3968,ROL3968,PER3968,A3968
E3969,ROL3969,PER3969,A3969
E3970,ROL3970,PER3970,A3970
E3971,ROL3971,PER3971,A3971
E3972,ROL3972,PER3972,A3972
E3973,ROL3973,PER3973,A3973
E3974,ROL3974,PER3974,A3974
E3975,ROL3975,PER3975,A3975
E3976,ROL3976,PER3976,A3976
E3977,ROL3977,PER3977,A3977
E3978,ROL3978,PER3978,A3978
E3979,ROL3979,PER3979,A3979
E3980,ROL3980,PER3980,A3980
E3981,ROL3981,PER3981,A3981
E3982,ROL3982,PER3982,A3982
E3983,ROL3983,PER3983,A3983
E3984,ROL3984,PER3984,A3984
E3985,ROL3985,PER3985,A3985
E3986,ROL3986,PER3986,A3986
E3987,ROL3987,PER3987,A3987
E3988,ROL3988,PER3988,A3988
E3989,ROL3989,PER3989,A3989
E3990,ROL3990,PER3990,A3990
E3991,ROL3991,PER3991,A3991
E3992,ROL3992,PER3992,A3992
E3993,ROL3993,PER3993,A3993
E3994,ROL3994,PER3994,A3994
E3995,ROL3995,PER3995,A3995
E3996,ROL3996,PER3996,A3996
E3997,ROL3997,PER3997,A3997
E3998,ROL3998,PER3998,A3998
E3999,ROL3999,PER3999,A3999
E4000,ROL4000,PER4000,A4000
E4001,ROL4001,PER4001,A4001
E4002,ROL4002,PER4002,A4002
E4003,ROL4003,PER4003,A4003
E4004,ROL4004,PER4004,A4004
E4005,ROL4005,PER4005,A4005
E4006,ROL4006,PER4006,A4006
E4007,ROL4007,PER4007,A4007
E4008,ROL4008,PER4008,A4008
E4009,ROL4009,PER4009,A4009
E4010,ROL4010,PER4010,A4010
E4011,ROL4011,PER4011,A4011
E4012,ROL4012,PER4012,A4012
E4013,ROL4013,PER4013,A4013
E4014,ROL4014,PER4014,A4014
E4015,ROL4015,PER4015,A4015
E4016,ROL4016,PER4016,A4016
E4017,ROL4017,PER4017,A4017
E4018,ROL4018,PER4018,A4018
E4019,ROL4019,PER4019,A4019
E4020,ROL4020,PER4020,A4020
E4021,ROL4021,PER4021,A4021
E4022,ROL4022,PER4022,A4022
E4023,ROL4023,PER4023,A4023
E4024,ROL4024,PER4024,A4024
E4025,ROL4025,PER4025,A4025
E4026,ROL4026,PER4026,A4026
E4027,ROL4027,PER4027,A4027
E4028,ROL4028,PER4028,A4028
E4029,ROL4029,PER4029,A4029
E4030,ROL4030,PER4030,A4030
E4031,ROL4031,PER4031,A4031
E4032,ROL4032,PER4032,A4032
E4033,ROL4033,PER4033,A4033
E4034,ROL4034,PER4034,A4034
E4035,ROL4035,PER4035,A4035
E4036,ROL4036,PER4036,A4036
E4037,ROL4037,PER4037,A4037
E4038,ROL4038,PER4038,A4038
E4039,ROL4039,PER4039,A4039
E4040,ROL4040,PER4040,A4040
E4041,ROL4041,PER4041,A4041
E4042,ROL4042,PER4042,A4042
E4043,ROL4043,PER4043,A4043
E4044,ROL4044,PER4044,A4044
E4045,ROL4045,PER4045,A4045
E4046,ROL4046,PER4046,A4046
E4047,ROL4047,PER4047,A4047
E4048,ROL4048,PER4048,A4048
E4049,ROL4049,PER4049,A4049
E4050,ROL4050,PER4050,A4050
E4051,ROL4051,PER4051,A4051
E4052,ROL4052,PER4052,A4052
E4053,ROL4053,PER4053,A4053
E4054,ROL4054,PER4054,A4054
E4055,ROL4055,PER4055,A4055
E4056,ROL4056,PER4056,A4056
E4057,ROL4057,PER4057,A4057
E4058,ROL4058,PER4058,A4058
E4059,ROL4059,PER4059,A4059
E4060,ROL4060,PER4060,A4060
E4061,ROL4061,PER4061,A4061
E4062,ROL4062,PER4062,A4062
E4063,ROL4063,PER4063,A4063
E4064,ROL4064,PER4064,A4064
E4065,ROL4065,PER4065,A4065
E4066,ROL4066,PER4066,A4066
E4067,ROL4067,PER4067,A4067
E4068,ROL4068,PER4068,A4068
E4069,ROL4069,PER4069,A4069
E4070,ROL4070,PER4070,A4070
E4071,ROL4071,PER4071,A4071
E4072,ROL4072,PER4072,A4072
E4073,ROL4073,PER4073,A4073
E4074,ROL4074,PER4074,A4074
E4075,ROL4075,PER4075,A4075
E4076,ROL4076,PER4076,A4076
E4077,ROL4077,PER4077,A4077
E4078,ROL4078,PER4078,A4078
E4079,ROL4079,PER4079,A4079
E4080,ROL4080,PER4080,A4080
E4081,ROL4081,PER4081,A4081
E4082,ROL4082,PER4082,A4082
E4083,ROL4083,PER4083,A4083
E4084,ROL4084,PER4084,A4084
E4085,ROL4085,PER4085,A4085
E4086,ROL4086,PER4086,A4086
E4087,ROL4087,PER4087,A4087
E4088,ROL4088,PER4088,A4088
E4089,ROL4089,PER4089,A4089
E4090,ROL4090,PER4090,A4090
E4091,ROL4091,PER4091,A4091
E4092,ROL4092,PER4092,A4092
E4093,ROL4093,PER4093,A4093
E4094,ROL4094,PER4094,A4094
E4095,ROL4095,PER4095,A4095
E4096,ROL4096,PER4096,A4096
E4097,ROL4097,PER4097,A4097
E4098,ROL4098,PER4098,A4098
E4099,ROL4099,PER4099,A4099
E4100,ROL4100,PER4100,A4100
E4101,ROL4101,PER4101,A4101
E4102,ROL4102,PER4102,A4102
E4103,ROL4103,PER4103,A4103
E4104,ROL4104,PER4104,A4104
E4105,ROL4105,PER4105,A4105
E4106,ROL4106,PER4106,A4106
E4107,ROL4107,PER4107,A4107
E4108,ROL4108,PER4108,A4108
E4109,ROL4109,PER4109,A4109
E4110,ROL4110,PER4110,A4110
E4111,ROL4111,PER4111,A4111
E4112,ROL4112,PER4112,A4112
E4113,ROL4113,PER4113,A4113
E4114,ROL4114,PER4114,A4114
E4115,ROL4115,PER4115,A4115
E4116,ROL4116,PER4116,A4116
E4117,ROL4117,PER4117,A4117
E4118,ROL4118,PER4118,A4118
E4119,ROL4119,PER4119,A4119
E4120,ROL4120,PER4120,A4120
E4121,ROL4121,PER4121,A4121
E4122,ROL4122,PER4122,A4122
E4123,ROL4123,PER4123,A4123
E4124,ROL4124,PER4124,A4124
E4125,ROL4125,PER4125,A4125
E4126,ROL4126,PER4126,A4126
E4127,ROL4127,PER4127,A4127
E4128,ROL4128,PER4128,A4128
E4129,ROL4129,PER4129,A4129
E4130,ROL4130,PER4130,A4130
E4131,ROL4131,PER4131,A4131
E4132,ROL4132,PER4132,A4132
E4133,ROL4133,PER4133,A4133
E4134,ROL4134,PER4134,A4134
E4135,ROL4135,PER4135,A4135
E4136,ROL4136,PER4136,A4136
E4137,ROL4137,PER4137,A4137
E4138,ROL4138,PER4138,A4138
E4139,ROL4139,PER4139,A4139
E4140,ROL4140,PER4140,A4140
E4141,ROL4141,PER4141,A4141
E4142,ROL4142,PER4142,A4142
E4143,ROL4143,PER4143,A4143
E4144,ROL4144,PER4144,A4144
E4145,ROL4145,PER4145,A4145
E4146,ROL4146,PER4146,A4146
E4147,ROL4147,PER4147,A4147
E4148,ROL4148,PER4148,A4148
E4149,ROL4149,PER4149,A4149
E4150,ROL4150,PER4150,A4150
E4151,ROL4151,PER4151,A4151
E4152,ROL4152,PER4152,A4152
E4153,ROL4153,PER4153,A4153
E4154,ROL4154,PER4154,A4154
E4155,ROL4155,PER4155,A4155
E4156,ROL4156,PER4156,A4156
E4157,ROL4157,PER4157,A4157
E4158,ROL4158,PER4158,A4158
E4159,ROL4159,PER4159,A4159
E4160,ROL4160,PER4160,A4160
E4161,ROL4161,PER4161,A4161
E4162,ROL4162,PER4162,A4162
E4163,ROL4163,PER4163,A4163
E4164,ROL4164,PER4164,A4164
E4165,ROL4165,PER4165,A4165
E4166,ROL4166,PER4166,A4166
E4167,ROL4167,PER4167,A4167
E4168,ROL4168,PER4168,A4168
E4169,ROL4169,PER4169,A4169
E4170,ROL4170,PER4170,A4170
E4171,ROL4171,PER4171,A4171
E4172,ROL4172,PER4172,A4172
E4173,ROL4173,PER4173,A4173
E4174,ROL4174,PER4174,A4174
E4175,ROL4175,PER4175,A4175
E4176,ROL4176,PER4176,A4176
E4177,ROL4177,PER4177,A4177
E4178,ROL4178,PER4178,A4178
E4179,ROL4179,PER4179,A4179
E4180,ROL4180,PER4180,A4180
E4181,ROL4181,PER4181,A4181
E4182,ROL4182,PER4182,A4182
E4183,ROL4183,PER4183,A4183
E4184,ROL4184,PER4184,A4184
E4185,ROL4185,PER4185,A4185
E4186,ROL4186,PER4186,A4186
E4187,ROL4187,PER4187,A4187
E4188,ROL4188,PER4188,A4188
E4189,ROL4189,PER4189,A4189
E4190,ROL4190,PER4190,A4190
E4191,ROL4191,PER4191,A4191
E4192,ROL4192,PER4192,A4192
E4193,ROL4193,PER4193,A4193
E4194,ROL4194,PER4194,A4194
E4195,ROL4195,PER4195,A4195
E4196,ROL4196,PER4196,A4196
E4197,ROL4197,PER4197,A4197
E4198,ROL4198,PER4198,A4198
E4199,ROL4199,PER4199,A4199
E4200,ROL4200,PER4200,A4200
E4201,ROL4201,PER4201,A4201
E4202,ROL4202,PER4202,A4202
E4203,ROL4203,PER4203,A4203
E4204,ROL4204,PER4204,A4204
E4205,ROL4205,PER4205,A4205
E4206,ROL4206,PER4206,A4206
E4207,ROL4207,PER4207,A4207
E4208,ROL4208,PER4208,A4208
E4209,ROL4209,PER4209,A4209
E4210,ROL4210,PER4210,A4210
E4211,ROL4211,PER4211,A4211
E4212,ROL4212,PER4212,A4212
E4213,ROL4213,PER4213,A4213
E4214,ROL4214,PER4214,A4214
E4215,ROL4215,PER4215,A4215
E4216,ROL4216,PER4216,A4216
E4217,ROL4217,PER4217,A4217
E4218,ROL4218,PER4218,A4218
E4219,ROL4219,PER4219,A4219
E4220,ROL4220,PER4220,A4220
E4221,ROL4221,PER4221,A4221
E4222,ROL4222,PER4222,A4222
E4223,ROL4223,PER4223,A4223
E4224,ROL4224,PER4224,A4224
E4225,ROL4225,PER4225,A4225
E4226,ROL4226,PER4226,A4226
E4227,ROL4227,PER4227,A4227
E4228,ROL4228,PER4228,A4228
E4229,ROL4229,PER4229,A4229
E4230,ROL4230,PER4230,A4230
E4231,ROL4231,PER4231,A4231
E4232,ROL4232,PER4232,A4232
E4233,ROL4233,PER4233,A4233
E4234,ROL4234,PER4234,A4234
E4235,ROL4235,PER4235,A4235
E4236,ROL4236,PER4236,A4236
E4237,ROL4237,PER4237,A4237
E4238,ROL4238,PER4238,A4238
E4239,ROL4239,PER4239,A4239
E4240,ROL4240,PER4240,A4240
E4241,ROL4241,PER4241,A4241
E4242,ROL4242,PER4242,A4242
E4243,ROL4243,PER4243,A4243
E4244,ROL4244,PER4244,A4244
E4245,ROL4245,PER4245,A4245
E4246,ROL4246,PER4246,A4246
E4247,ROL4247,PER4247,A4247
E4248,ROL4248,PER4248,A4248
E4249,ROL4249,PER4249,A4249
E4250,ROL4250,PER4250,A4250
E4251,ROL4251,PER4251,A4251
E4252,ROL4252,PER4252,A4252
E4253,ROL4253,PER4253,A4253
E4254,ROL4254,PER4254,A4254
E4255,ROL4255,PER4255,A4255
E4256,ROL4256,PER4256,A4256
E4257,ROL4257,PER4257,A4257
E4258,ROL4258,PER4258,A4258
E4259,ROL4259,PER4259,A4259
E4260,ROL4260,PER4260,A4260
E4261,ROL4261,PER4261,A4261
E4262,ROL4262,PER4262,A4262
E4263,ROL4263,PER4263,A4263
E4264,ROL4264,PER4264,A4264
E4265,ROL4265,PER4265,A4265
E4266,ROL4266,PER4266,A4266
E4267,ROL4267,PER4267,A4267
E4268,ROL4268,PER4268,A4268
E4269,ROL4269,PER4269,A4269
E4270,ROL4270,PER4270,A4270
E4271,ROL4271,PER4271,A4271
E4272,ROL4272,PER4272,A4272
E4273,ROL4273,PER4273,A4273
E4274,ROL4274,PER4274,A4274
E4275,ROL4275,PER4275,A4275
E4276,ROL4276,PER4276,A4276
E4277,ROL4277,PER4277,A4277
E4278,ROL4278,PER4278,A4278
E4279,ROL4279,PER4279,A4279
E4280,ROL4280,PER4280,A4280
E4281,ROL4281,PER4281,A4281
E4282,ROL4282,PER4282,A4282
E4283,ROL4283,PER4283,A4283
E4284,ROL4284,PER4284,A4284
E4285,ROL4285,PER4285,A4285
E4286,ROL4286,PER4286,A4286
E4287,ROL4287,PER4287,A4287
E4288,ROL4288,PER4288,A4288
E4289,ROL4289,PER4289,A4289
E4290,ROL4290,PER4290,A4290
E4291,ROL4291,PER4291,A4291
E4292,ROL4292,PER4292,A4292
E4293,ROL4293,PER4293,A4293
E4294,ROL4294,PER4294,A4294
E4295,ROL4295,PER4295,A4295
E4296,ROL4296,PER4296,A4296
E4297,ROL4297,PER4297,A4297
E4298,ROL4298,PER4298,A4298
E4299,ROL4299,PER4299,A4299
E4300,ROL4300,PER4300,A4300
E4301,ROL4301,PER4301,A4301
E4302,ROL4302,PER4302,A4302
E4303,ROL4303,PER4303,A4303
E4304,ROL4304,PER4304,A4304
E4305,ROL4305,PER4305,A4305
E4306,ROL4306,PER4306,A4306
E4307,ROL4307,PER4307,A4307
E4308,ROL4308,PER4308,A4308
E4309,ROL4309,PER4309,A4309
E4310,ROL4310,PER4310,A4310
E4311,ROL4311,PER4311,A4311
E4312,ROL4312,PER4312,A4312
E4313,ROL4313,PER4313,A4313
E4314,ROL4314,PER4314,A4314
E4315,ROL4315,PER4315,A4315
E4316,ROL4316,PER4316,A4316
E4317,ROL4317,PER4317,A4317
E4318,ROL4318,PER4318,A4318
E4319,ROL4319,PER4319,A4319
E4320,ROL4320,PER4320,A4320
E4321,ROL4321,PER4321,A4321
E4322,ROL4322,PER4322,A4322
E4323,ROL4323,PER4323,A4323
E4324,ROL4324,PER4324,A4324
E4325,ROL4325,PER4325,A4325
E4326,ROL4326,PER4326,A4326
E4327,ROL4327,PER4327,A4327
E4328,ROL4328,PER4328,A4328
E4329,ROL4329,PER4329,A4329
E4330,ROL4330,PER4330,A4330
E4331,ROL4331,PER4331,A4331
E4332,ROL4332,PER4332,A4332
E4333,ROL4333,PER4333,A4333
E4334,ROL4334,PER4334,A4334
E4335,ROL4335,PER4335,A4335
E4336,ROL4336,PER4336,A4336
E4337,ROL4337,PER4337,A4337
E4338,ROL4338,PER4338,A4338
E4339,ROL4339,PER4339,A4339
E4340,ROL4340,PER4340,A4340
E4341,ROL4341,PER4341,A4341
E4342,ROL4342,PER4342,A4342
E4343,ROL4343,PER4343,A4343
E4344,ROL4344,PER4344,A4344
E4345,ROL4345,PER4345,A4345
E4346,ROL4346,PER4346,A4346
E4347,ROL4347,PER4347,A4347
E4348,ROL4348,PER4348,A4348
E4349,ROL4349,PER4349,A4349
E4350,ROL4350,PER4350,A4350
E4351,ROL4351,PER4351,A4351
E4352,ROL4352,PER4352,A4352
E4353,ROL4353,PER4353,A4353
E4354,ROL4354,PER4354,A4354
E4355,ROL4355,PER4355,A4355
E4356,ROL4356,PER4356,A4356
E4357,ROL4357,PER4357,A4357
E4358,ROL4358,PER4358,A4358
E4359,ROL4359,PER4359,A4359
E4360,ROL4360,PER4360,A4360
E4361,ROL4361,PER4361,A4361
E4362,ROL4362,PER4362,A4362
E4363,ROL4363,PER4363,A4363
E4364,ROL4364,PER4364,A4364
E4365,ROL4365,PER4365,A4365
E4366,ROL4366,PER4366,A4366
E4367,ROL4367,PER4367,A4367
E4368,ROL4368,PER4368,A4368
E4369,ROL4369,PER4369,A4369
E4370,ROL4370,PER4370,A4370
E4371,ROL4371,PER4371,A4371
E4372,ROL4372,PER4372,A4372
E4373,ROL4373,PER4373,A4373
E4374,ROL4374,PER4374,A4374
E4375,ROL4375,PER4375,A4375
E4376,ROL4376,PER4376,A4376
E4377,ROL4377,PER4377,A4377
E4378,ROL4378,PER4378,A4378
E4379,ROL4379,PER4379,A4379
E4380,ROL4380,PER4380,A4380
E4381,ROL4381,PER4381,A4381
E4382,ROL4382,PER4382,A4382
E4383,ROL4383,PER4383,A4383
E4384,ROL4384,PER4384,A4384
E4385,ROL4385,PER4385,A4385
E4386,ROL4386,PER4386,A4386
E4387,ROL4387,PER4387,A4387
E4388,ROL4388,PER4388,A4388
E4389,ROL4389,PER4389,A4389
E4390,ROL4390,PER4390,A4390
E4391,ROL4391,PER4391,A4391
E4392,ROL4392,PER4392,A4392
E4393,ROL4393,PER4393,A4393
E4394,ROL4394,PER4394,A4394
E4395,ROL4395,PER4395,A4395
E4396,ROL4396,PER4396,A4396
E4397,ROL4397,PER4397,A4397
E4398,ROL4398,PER4398,A4398
E4399,ROL4399,PER4399,A4399
E4400,ROL4400,PER4400,A4400
E4401,ROL4401,PER4401,A4401
E4402,ROL4402,PER4402,A4402
E4403,ROL4403,PER4403,A4403
E4404,ROL4404,PER4404,A4404
E4405,ROL4405,PER4405,A4405
E4406,ROL4406,PER4406,A4406
E4407,ROL4407,PER4407,A4407
E4408,ROL4408,PER4408,A4408
E4409,ROL4409,PER4409,A4409
E4410,ROL4410,PER4410,A4410
E4411,ROL4411,PER4411,A4411
E4412,ROL4412,PER4412,A4412
E4413,ROL4413,PER4413,A4413
E4414,ROL4414,PER4414,A4414
E4415,ROL4415,PER4415,A4415
E4416,ROL4416,PER4416,A4416
E4417,ROL4417,PER4417,A4417
E4418,ROL4418,PER4418,A4418
E4419,ROL4419,PER4419,A4419
E4420,ROL4420,PER4420,A4420
E4421,ROL4421,PER4421,A4421
E4422,ROL4422,PER4422,A4422
E4423,ROL4423,PER4423,A4423
E4424,ROL4424,PER4424,A4424
E4425,ROL4425,PER4425,A4425
E4426,ROL4426,PER4426,A4426
E4427,ROL4427,PER4427,A4427
E4428,ROL4428,PER4428,A4428
E4429,ROL4429,PER4429,A4429
E4430,ROL4430,PER4430,A4430
E4431,ROL4431,PER4431,A4431
E4432,ROL4432,PER4432,A4432
E4433,ROL4433,PER4433,A4433
E4434,ROL4434,PER4434,A4434
E4435,ROL4435,PER4435,A4435
E4436,ROL4436,PER4436,A4436
E4437,ROL4437,PER4437,A4437
E4438,ROL4438,PER4438,A4438
E4439,ROL4439,PER4439,A4439
E4440,ROL4440,PER4440,A4440
E4441,ROL4441,PER4441,A4441
E4442,ROL4442,PER4442,A4442
E4443,ROL4443,PER4443,A4443
E4444,ROL4444,PER4444,A4444
E4445,ROL4445,PER4445,A4445
E4446,ROL4446,PER4446,A4446
E4447,ROL4447,PER4447,A4447
E4448,ROL4448,PER4448,A4448
E4449,ROL4449,PER4449,A4449
E4450,ROL4450,PER4450,A4450
E4451,ROL4451,PER4451,A4451
E4452,ROL4452,PER4452,A4452
E4453,ROL4453,PER4453,A4453
E4454,ROL4454,PER4454,A4454
E4455,ROL4455,PER4455,A4455
E4456,ROL4456,PER4456,A4456
E4457,ROL4457,PER4457,A4457
E4458,ROL4458,PER4458,A4458
E4459,ROL4459,PER4459,A4459
E4460,ROL4460,PER4460,A4460
E4461,ROL4461,PER4461,A4461
E4462,ROL4462,PER4462,A4462
E4463,ROL4463,PER4463,A4463
E4464,ROL4464,PER4464,A4464
E4465,ROL4465,PER4465,A4465
E4466,ROL4466,PER4466,A4466
E4467,ROL4467,PER4467,A4467
E4468,ROL4468,PER4468,A4468
E4469,ROL4469,PER4469,A4469
E4470,ROL4470,PER4470,A4470
E4471,ROL4471,PER4471,A4471
E4472,ROL4472,PER4472,A4472
E4473,ROL4473,PER4473,A4473
E4474,ROL4474,PER4474,A4474
E4475,ROL4475,PER4475,A4475
E4476,ROL4476,PER4476,A4476
E4477,ROL4477,PER4477,A4477
E4478,ROL4478,PER4478,A4478
E4479,ROL4479,PER4479,A4479
E4480,ROL4480,PER4480,A4480
E4481,ROL4481,PER4481,A4481
E4482,ROL4482,PER4482,A4482
E4483,ROL4483,PER4483,A4483
E4484,ROL4484,PER4484,A4484
E4485,ROL4485,PER4485,A4485
E4486,ROL4486,PER4486,A4486
E4487,ROL4487,PER4487,A4487
E4488,ROL4488,PER4488,A4488
E4489,ROL4489,PER4489,A4489
E4490,ROL4490,PER4490,A4490
E4491,ROL4491,PER4491,A4491
E4492,ROL4492,PER4492,A4492
E4493,ROL4493,PER4493,A4493
E4494,ROL4494,PER4494,A4494
E4495,ROL4495,PER4495,A4495
E4496,ROL4496,PER4496,A4496
E4497,ROL4497,PER4497,A4497
E4498,ROL4498,PER4498,A4498
E4499,ROL4499,PER4499,A4499
E4500,ROL4500,PER4500,A4500
E4501,ROL4501,PER4501,A4501
E4502,ROL4502,PER4502,A4502
E4503,ROL4503,PER4503,A4503
E4504,ROL4504,PER4504,A4504
E4505,ROL4505,PER4505,A4505
E4506,ROL4506,PER4506,A4506
E4507,ROL4507,PER4507,A4507
E4508,ROL4508,PER4508,A4508
E4509,ROL4509,PER4509,A4509
E4510,ROL4510,PER4510,A4510
E4511,ROL4511,PER4511,A4511
E4512,ROL4512,PER4512,A4512
E4513,ROL4513,PER4513,A4513
E4514,ROL4514,PER4514,A4514
E4515,ROL4515,PER4515,A4515
E4516,ROL4516,PER4516,A4516
E4517,ROL4517,PER4517,A4517
E4518,ROL4518,PER4518,A4518
E4519,ROL4519,PER4519,A4519
E4520,ROL4520,PER4520,A4520
E4521,ROL4521,PER4521,A4521
E4522,ROL4522,PER4522,A4522
E4523,ROL4523,PER4523,A4523
E4524,ROL4524,PER4524,A4524
E4525,ROL4525,PER4525,A4525
E4526,ROL4526,PER4526,A4526
E4527,ROL4527,PER4527,A4527
E4528,ROL4528,PER4528,A4528
E4529,ROL4529,PER4529,A4529
E4530,ROL4530,PER4530,A4530
E4531,ROL4531,PER4531,A4531
E4532,ROL4532,PER4532,A4532
E4533,ROL4533,PER4533,A4533
E4534,ROL4534,PER4534,A4534
E4535,ROL4535,PER4535,A4535
E4536,ROL4536,PER4536,A4536
E4537,ROL4537,PER4537,A4537
E4538,ROL4538,PER4538,A4538
E4539,ROL4539,PER4539,A4539
E4540,ROL4540,PER4540,A4540
E4541,ROL4541,PER4541,A4541
E4542,ROL4542,PER4542,A4542
E4543,ROL4543,PER4543,A4543
E4544,ROL4544,PER4544,A4544
E4545,ROL4545,PER4545,A4545
E4546,ROL4546,PER4546,A4546
E4547,ROL4547,PER4547,A4547
E4548,ROL4548,PER4548,A4548
E4549,ROL4549,PER4549,A4549
E4550,ROL4550,PER4550,A4550
E4551,ROL4551,PER4551,A4551
E4552,ROL4552,PER4552,A4552
E4553,ROL4553,PER4553,A4553
E4554,ROL4554,PER4554,A4554
E4555,ROL4555,PER4555,A4555
E4556,ROL4556,PER4556,A4556
E4557,ROL4557,PER4557,A4557
E4558,ROL4558,PER4558,A4558
E4559,ROL4559,PER4559,A4559
E4560,ROL4560,PER4560,A4560
E4561,ROL4561,PER4561,A4561
E4562,ROL4562,PER4562,A4562
E4563,ROL4563,PER4563,A4563
E4564,ROL4564,PER4564,A4564
E4565,ROL4565,PER4565,A4565
E4566,ROL4566,PER4566,A4566
E4567,ROL4567,PER4567,A4567
E4568,ROL4568,PER4568,A4568
E4569,ROL4569,PER4569,A4569
E4570,ROL4570,PER4570,A4570
E4571,ROL4571,PER4571,A4571
E4572,ROL4572,PER4572,A4572
E4573,ROL4573,PER4573,A4573
E4574,ROL4574,PER4574,A4574
E4575,ROL4575,PER4575,A4575
E4576,ROL4576,PER4576,A4576
E4577,ROL4577,PER4577,A4577
E4578,ROL4578,PER4578,A4578
E4579,ROL4579,PER4579,A4579
E4580,ROL4580,PER4580,A4580
E4581,ROL4581,PER4581,A4581
E4582,ROL4582,PER4582,A4582
E4583,ROL4583,PER4583,A4583
E4584,ROL4584,PER4584,A4584
E4585,ROL4585,PER4585,A4585
E4586,ROL4586,PER4586,A4586
E4587,ROL4587,PER4587,A4587
E4588,ROL4588,PER4588,A4588
E4589,ROL4589,PER4589,A4589
E4590,ROL4590,PER4590,A4590
E4591,ROL4591,PER4591,A4591
E4592,ROL4592,PER4592,A4592
E4593,ROL4593,PER4593,A4593
E4594,ROL4594,PER4594,A4594
E4595,ROL4595,PER4595,A4595
E4596,ROL4596,PER4596,A4596
E4597,ROL4597,PER4597,A4597
E4598,ROL4598,PER4598,A4598
E4599,ROL4599,PER4599,A4599
E4600,ROL4600,PER4600,A4600
E4601,ROL4601,PER4601,A4601
E4602,ROL4602,PER4602,A4602
E4603,ROL4603,PER4603,A4603
E4604,ROL4604,PER4604,A4604
E4605,ROL4605,PER4605,A4605
E4606,ROL4606,PER4606,A4606
E4607,ROL4607,PER4607,A4607
E4608,ROL4608,PER4608,A4608
E4609,ROL4609,PER4609,A4609
E4610,ROL4610,PER4610,A4610
E4611,ROL4611,PER4611,A4611
E4612,ROL4612,PER4612,A4612
E4613,ROL4613,PER4613,A4613
E4614,ROL4614,PER4614,A4614
E4615,ROL4615,PER4615,A4615
E4616,ROL4616,PER4616,A4616
E4617,ROL4617,PER4617,A4617
E4618,ROL4618,PER4618,A4618
E4619,ROL4619,PER4619,A4619
E4620,ROL4620,PER4620,A4620
E4621,ROL4621,PER4621,A4621
E4622,ROL4622,PER4622,A4622
E4623,ROL4623,PER4623,A4623
E4624,ROL4624,PER4624,A4624
E4625,ROL4625,PER4625,A4625
E4626,ROL4626,PER4626,A4626
